time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/total_timesteps,time/fps,train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss
17672,-5734.63791907,781.0,886,691966,39,691185,-215.96104131251687,0.001,805.2273348858354
17693,-5795.826954639999,781.0,887,692747,39,691966,-220.1608361746071,0.001,625.7005579871496
17714,-5793.041929839999,781.0,888,693528,39,692747,-217.92993615378796,0.001,656.9955708580652
17735,-5791.423820490001,781.0,889,694309,39,693528,-216.25072825061832,0.001,692.1045748360178
17756,-5765.795009180001,781.0,890,695090,39,694309,-210.23346126522205,0.001,721.8799873576733
17777,-5703.636717510001,781.0,891,695871,39,695090,-207.13774043436086,0.001,594.1766883762178
17798,-5699.288583290002,781.0,892,696652,39,695871,-202.33484876781665,0.001,596.4585610559442
17819,-5681.443623169999,781.0,893,697433,39,696652,-197.82042517765842,0.001,622.9993616658503
17840,-5682.4319666,781.0,894,698214,39,697433,-197.93708768544215,0.001,763.0145300109316
17862,-5666.6285649500005,781.0,895,698995,39,698214,-195.41610282087143,0.001,555.2623102039137
17883,-5656.73547061,781.0,896,699776,39,698995,-191.10796644379326,0.001,575.0284402092655
17906,-5685.42152305,781.0,897,700557,39,699776,-182.63148450179838,0.001,468.1873448868872
17927,-5660.23877056,781.0,898,701338,39,700557,-179.91721185984593,0.001,486.7912824193586
17949,-5649.131527099999,781.0,899,702119,39,701338,-174.05980461110838,0.001,582.3623977690439
17970,-5654.162204699999,781.0,900,702900,39,702119,-177.0748483630973,0.001,536.5864717481078
17991,-5623.826232150001,781.0,901,703681,39,702900,-174.71242911501213,0.001,454.35384547664626
18012,-5570.13742683,781.0,902,704462,39,703681,-170.24677526202916,0.001,529.6180602499832
18033,-5553.45195954,781.0,903,705243,39,704462,-162.0357640183384,0.001,459.1054636311745
18055,-5538.139114910001,781.0,904,706024,39,705243,-156.5782583532199,0.001,405.32101738376593
18076,-5501.73752038,781.0,905,706805,39,706024,-147.22207327414108,0.001,426.86113748293985
18096,-5512.41299005,781.0,906,707586,39,706805,-139.61764063572608,0.001,308.4364203674082
18118,-5496.03988305,781.0,907,708367,39,707586,-137.74086060994108,0.001,346.3938275091779
18139,-5478.822360779999,781.0,908,709148,39,708367,-132.95194029021965,0.001,370.41666099265046
18160,-5484.566936509999,781.0,909,709929,39,709148,-128.3076450237086,0.001,408.8787029671761
18180,-5492.632813679999,781.0,910,710710,39,709929,-126.60047418848347,0.001,355.0564475554052
18201,-5502.89083975,781.0,911,711491,39,710710,-125.99447804010174,0.001,333.0879072758361
18222,-5476.68666124,781.0,912,712272,39,711491,-128.76067926880646,0.001,432.8738103810407
18244,-5466.824320209999,781.0,913,713053,39,712272,-128.6068051236845,0.001,443.8641155892542
18265,-5485.230524299999,781.0,914,713834,39,713053,-130.08333578976718,0.001,332.22064689118486
18286,-5492.59402317,781.0,915,714615,39,713834,-130.6381321209799,0.001,440.91224273798866
18307,-5476.966671050001,781.0,916,715396,39,714615,-128.8533226628615,0.001,362.9095482380534
18328,-5536.854783700001,781.0,917,716177,39,715396,-130.3161504650238,0.001,432.44283328868363
18349,-5554.95401831,781.0,918,716958,39,716177,-132.75495935554846,0.001,393.2374513604119
18371,-5569.2816185,781.0,919,717739,39,716958,-134.84388413777273,0.001,336.53921841415035
18396,-5587.23771141,781.0,920,718520,39,717739,-137.9466878070416,0.001,451.87469432601245
18418,-5592.58026706,781.0,921,719301,39,718520,-138.25851159211769,0.001,577.9502838466904
18439,-5597.290598120001,781.0,922,720082,39,719301,-129.1182574822869,0.001,460.9954100497706
18460,-5616.256189420001,781.0,923,720863,39,720082,-129.2233357972891,0.001,534.3940296734798
18481,-5597.41157017,781.0,924,721644,39,720863,-132.87959545205862,0.001,403.02126147652405
18503,-5579.2388173399995,781.0,925,722425,39,721644,-134.61480430207394,0.001,381.98915756069283
18524,-5558.519307019999,781.0,926,723206,39,722425,-134.95781834726907,0.001,419.8453361716374
18546,-5545.415613079999,781.0,927,723987,39,723206,-135.32224659577832,0.001,477.8484624357138
18567,-5552.974942849998,781.0,928,724768,39,723987,-138.8556402990363,0.001,446.89265616755176
18588,-5585.69146493,781.0,929,725549,39,724768,-147.71800007313377,0.001,558.0349658668117
18610,-5557.5048583,781.0,930,726330,39,725549,-150.39493223891216,0.001,400.6933788148145
18631,-5516.612938339999,781.0,931,727111,39,726330,-154.7902104943113,0.001,531.6086614708894
18652,-5482.33105589,781.0,932,727892,39,727111,-157.36170787664747,0.001,546.6839416445293
18673,-5481.422130010001,781.0,933,728673,39,727892,-160.84451330089692,0.001,649.1144025365461
18695,-5510.92243862,781.0,934,729454,39,728673,-162.34409538884475,0.001,431.773334752277
18716,-5519.064995300001,781.0,935,730235,39,729454,-163.4754900504929,0.001,429.6739807812719
18737,-5529.805806099999,781.0,936,731016,39,730235,-162.11819130693598,0.001,440.3246003564891
18758,-5524.91640078,781.0,937,731797,39,731016,-159.23345275908213,0.001,694.2601546850461
18780,-5484.43185782,781.0,938,732578,39,731797,-163.57126829413536,0.001,532.7833571684346
18802,-5477.591336509999,781.0,939,733359,39,732578,-170.5220761048809,0.001,679.0255065019244
18823,-5517.354798749999,781.0,940,734140,39,733359,-175.96756766608675,0.001,500.67608519003426
18844,-5540.8604721500005,781.0,941,734921,38,734140,-178.74262883812762,0.001,612.7670756302173
18865,-5560.917629899999,781.0,942,735702,38,734921,-184.81710131189735,0.001,544.5208130078188
18887,-5556.104380770001,781.0,943,736483,38,735702,-186.66483869290076,0.001,713.3776163645804
18908,-5559.490866130001,781.0,944,737264,38,736483,-185.06058847522613,0.001,663.2553870656579
18929,-5589.83319464,781.0,945,738045,38,737264,-191.44898986327968,0.001,713.6650518497951
18951,-5585.743685770001,781.0,946,738826,38,738045,-194.52343240315417,0.001,584.8815639168596
18973,-5567.63864165,781.0,947,739607,38,738826,-191.2398834375047,0.001,694.5660721587158
18994,-5580.705837310001,781.0,948,740388,38,739607,-190.0314209922175,0.001,685.8803318722147
19015,-5599.23808636,781.0,949,741169,38,740388,-185.53836470346292,0.001,730.8760510687639
19036,-5620.83324487,781.0,950,741950,38,741169,-180.2609553074562,0.001,595.3340475690502
19057,-5636.9114029699995,781.0,951,742731,38,741950,-171.03894220760017,0.001,511.36003019989835
19079,-5631.890640910001,781.0,952,743512,38,742731,-165.9187603607373,0.001,683.7473388456963
19101,-5684.13803852,781.0,953,744293,38,743512,-159.5399513427793,0.001,443.77936639920085
19123,-5695.537855500002,781.0,954,745074,38,744293,-157.815229564867,0.001,412.20012054247985
19145,-5692.65221875,781.0,955,745855,38,745074,-156.40540059733178,0.001,497.09030236355323
19167,-5711.076050969999,781.0,956,746636,38,745855,-155.50469276389148,0.001,509.3199656702645
19189,-5748.134782629999,781.0,957,747417,38,746636,-153.3226507610609,0.001,534.4338984373437
19210,-5785.148914119998,781.0,958,748198,38,747417,-146.94457139248428,0.001,437.43233741047135
19231,-5795.323237969998,781.0,959,748979,38,748198,-144.9093796916869,0.001,513.7545766207686
19252,-5796.138369949999,781.0,960,749760,38,748979,-131.27762670980982,0.001,433.6528531854803
19273,-5822.035442309999,781.0,961,750541,38,749760,-124.44660419843872,0.001,484.4085921264336
19295,-5842.219593729998,781.0,962,751322,38,750541,-119.61987636702925,0.001,444.721535549579
19316,-5831.37797625,781.0,963,752103,38,751322,-113.0617078323294,0.001,482.6040732399602
19338,-5813.067541920001,781.0,964,752884,38,752103,-110.61291528228914,0.001,363.06184179621073
19359,-5799.867314450002,781.0,965,753665,38,752884,-106.21155184392893,0.001,372.672461398585
19381,-5802.253270460002,781.0,966,754446,38,753665,-105.16083495771076,0.001,331.42884276679473
19402,-5782.538615580001,781.0,967,755227,38,754446,-101.17105395738966,0.001,308.67606497848845
19423,-5781.998828649999,781.0,968,756008,38,755227,-94.10697542109959,0.001,314.1142677424354
19444,-5771.918977560001,781.0,969,756789,38,756008,-93.90405071880693,0.001,418.73723700959306
19466,-5762.247210930001,781.0,970,757570,38,756789,-81.83877743832127,0.001,309.86113397595824
19487,-5742.15659765,781.0,971,758351,38,757570,-76.48346618708895,0.001,357.84483497121425
19509,-5732.37380364,781.0,972,759132,38,758351,-70.0561111193155,0.001,350.02848086680706
19531,-5723.9813601099995,781.0,973,759913,38,759132,-62.43386388438421,0.001,357.1216820534915
19552,-5707.426031529999,781.0,974,760694,38,759913,-60.71475438456911,0.001,342.36320490721096
19573,-5712.887486219999,781.0,975,761475,38,760694,-56.63837578530195,0.001,337.94356010817995
19595,-5726.17346939,781.0,976,762256,38,761475,-51.028665902710756,0.001,318.26302627289954
19616,-5694.927318379999,781.0,977,763037,38,762256,-45.5250131236759,0.001,291.7770630644775
19637,-5690.799251539999,781.0,978,763818,38,763037,-46.78526431075017,0.001,307.34877879671495
19658,-5714.375660539999,781.0,979,764599,38,763818,-40.92735863222279,0.001,424.9501638131624
19679,-5692.363941749999,781.0,980,765380,38,764599,-37.08197260055591,0.001,392.53265454613444
19703,-5673.29836048,781.0,981,766161,38,765380,-35.09279008470142,0.001,273.7491888273388
19726,-5651.872142680001,781.0,982,766942,38,766161,-32.04018710412219,0.001,352.0035415336814
19748,-5632.77887618,781.0,983,767723,38,766942,-30.153470939063443,0.001,439.25304566699623
19769,-5641.296606600001,781.0,984,768504,38,767723,-28.984895604787805,0.001,311.93506950544486
19791,-5637.91049596,781.0,985,769285,38,768504,-27.904780932996665,0.001,260.04423720766425
19812,-5665.3559606399995,781.0,986,770066,38,769285,-27.402694327892704,0.001,292.3315871283889
19834,-5647.535052169999,781.0,987,770847,38,770066,-23.305185581129354,0.001,283.7700191307312
19855,-5653.86276322,781.0,988,771628,38,770847,-24.19331340349152,0.001,329.9938591823993
19877,-5669.33500254,781.0,989,772409,38,771628,-25.551477356955157,0.001,261.6874445672224
19899,-5642.568661270001,781.0,990,773190,38,772409,-23.444739777485097,0.001,309.62547894232404
19920,-5643.119558430002,781.0,991,773971,38,773190,-25.86418372596806,0.001,330.70099887041977
19942,-5637.621486100002,781.0,992,774752,38,773971,-24.39510435185535,0.001,276.5569153564688
19963,-5643.69437259,781.0,993,775533,38,774752,-25.515170846625725,0.001,249.35937872189413
19985,-5632.896609270001,781.0,994,776314,38,775533,-25.745466872629986,0.001,330.90393527491295
20006,-5640.27612061,781.0,995,777095,38,776314,-25.47798835411763,0.001,286.4680312153014
20027,-5627.03941801,781.0,996,777876,38,777095,-22.503311755996624,0.001,270.45709753097555
20049,-5612.873812739999,781.0,997,778657,38,777876,-24.33835773372238,0.001,281.9948882763578
20072,-5618.693375660001,781.0,998,779438,38,778657,-24.393854335007685,0.001,263.58659548887675
20093,-5621.371418909998,781.0,999,780219,38,779438,-18.263102283751383,0.001,306.78380189082384
20114,-5598.368879010001,781.0,1000,781000,38,780219,-11.960251302955609,0.001,318.5851930967519
